tmc,am_lottr,pm_lottr
129-04464,1.047945205479452,1.034246575342466
129-04465,1.0,1.0
129-04467,1.032258064516129,1.03125
129-04468,1.030188679245283,1.030188679245283
129-04479,1.0315789473684212,1.0489130434782608
129-04480,1.029585798816568,1.049079754601227
129-04593,1.0,2.0
129-04594,1.0,1.0
129-04595,1.1176470588235294,1.0555555555555556
129-04596,1.0588235294117645,1.0588235294117645
129-04597,1.0384615384615385,1.0384615384615385
129-04598,1.0492957746478875,1.0642857142857143
129-04599,1.0,1.0344827586206897
129-04600,1.0434782608695652,1.042857142857143
129-04601,1.04,1.0384615384615385
129-04602,1.0833333333333335,1.076923076923077
129-04603,1.04,1.1
129-04604,1.0,1.1428571428571428
129-04605,1.0999999999999999,1.1153846153846152
129-04606,1.0434782608695652,1.1282051282051282
129-04607,1.0181818181818183,1.2465116279069768
129-04608,1.0,2.545454545454546
129-04609,1.0714285714285714,1.3934426229508197
129-04610,1.0612244897959184,1.04
129-04611,1.0285714285714287,1.0285714285714287
129-04612,1.0617977528089888,1.032258064516129
129-04613,1.0438596491228072,1.0341880341880343
129-04614,1.0642857142857143,1.05
129-04623,1.0333333333333334,1.0333333333333334
129-04624,1.04375,1.04375
129-04625,1.0479041916167666,1.0299401197604792
129-04626,1.05,1.05
129-04627,1.0416666666666667,1.0416666666666667
129-04628,1.0327868852459017,1.0327868852459017
129-04629,1.0434782608695652,1.028985507246377
129-04630,1.0563380281690142,1.0555555555555556
129-04638,1.0,1.0
129-04639,1.0311526479750779,1.0498338870431896
129-04640,1.034749034749035,1.0485829959514168
129-04641,1.050420168067227,1.0535714285714284
129-04642,1.1544117647058822,1.03125
129-04643,1.3425925925925926,1.0505050505050506
129-04644,2.1153846153846154,1.04
129-04661,1.0,1.0
129-04663,1.0392156862745099,2.145161290322581
129-04664,1.0526315789473684,2.5
129-04665,1.0526315789473684,1.3225806451612903
129-04666,1.0344827586206897,1.0777777777777777
129-04667,1.0588235294117645,1.0588235294117645
129-04676,1.0445103857566764,1.046875
129-04677,1.0854700854700856,1.1496062992125984
129-04678,1.044811320754717,1.2590233545647558
129-04743,1.272727272727273,1.0769230769230769
129-04745,1.2148760330578514,1.1074380165289257
129-04746,1.0987654320987654,1.0555555555555556
129-04747,1.2318059299191375,1.080536912751678
129-04748,1.3742574257425744,1.2638036809815951
129-04749,1.4415584415584417,1.4042553191489364
129-04750,2.4242424242424243,1.1224489795918369
129-04751,2.142857142857143,1.0526315789473684
129-04752,1.1440823327615781,1.135135135135135
129-04753,2.0,1.0
129-04754,1.4444444444444444,1.042857142857143
129-04755,1.0481927710843375,1.0374999999999999
129-04756,1.34375,1.2592592592592593
129-04761,1.057915057915058,1.0631970260223047
129-04762,1.0564516129032258,1.0573770491803278
129-04763,1.0,1.0
129-04764,1.0526315789473684,1.0540540540540542
129-04765,1.0377358490566038,1.0377358490566038
129-04766,1.0,1.0
129-04767,1.0434782608695652,1.0434782608695652
129-04770,1.0952380952380953,1.0526315789473684
129-04771,1.1217391304347828,1.024390243902439
129-04772,1.4006211180124222,1.0375939849624058
129-04773,1.7843137254901962,1.0
129-04774,1.472906403940887,1.0153061224489797
129-04775,1.0,1.25
129-04776,1.5333333333333334,1.0434782608695652
129-04777,1.5121951219512195,1.0384615384615385
129-04778,2.15,1.0625
129-04779,1.2515337423312884,1.5779816513761467
129-04780,1.6792452830188678,1.7575757575757573
129-04781,1.2333333333333334,1.0930232558139534
129-04879,1.25,1.5
129-04918,1.1428571428571428,1.25
129-04919,1.3818181818181816,4.749999999999999
129-04920,1.4271457085828345,1.48
129-05584,1.1105263157894736,1.1359649122807018
129-05854,1.09375,1.0980392156862744
129-05855,1.0227272727272727,1.025
129-05856,1.083720930232558,1.078048780487805
129-05857,1.0475578406169666,1.049079754601227
129-05858,1.06,1.2662337662337662
129-05859,1.095890410958904,1.1768707482993197
129-05860,1.1360294117647058,1.2015915119363396
129-05861,1.1013824884792627,1.1797752808988764
129-05862,1.0266429840142097,1.1288819875776397
129-05863,1.1130952380952381,1.0566037735849056
129-05864,1.2178217821782178,1.1598173515981736
129-05865,1.4656084656084656,1.1606217616580312
129-05866,1.1007025761124123,1.249457700650759
129-06438,1.0588235294117645,1.0588235294117645
129-09183,1.1067961165048543,1.2479338842975207
129-09184,1.091503267973856,1.1358024691358024
129-13226,1.0,1.0809248554913296
129-13227,1.065934065934066,1.0817843866171004
129-13228,1.0454545454545454,1.0454545454545454
129-14199,1.0,1.7058823529411762
129-14217,1.2523364485981308,1.04
129-16182,1.4086021505376345,1.0476190476190477
129N04098,2.3111111111111113,1.0408163265306123
129N04099,1.7735849056603772,1.0408163265306123
129N04100,1.4909090909090907,1.0434782608695652
129N04101,1.3047619047619048,1.0266666666666666
129N04102,1.273809523809524,1.233644859813084
129N04103,2.166666666666667,1.403225806451613
129N04104,1.1166666666666667,1.6274509803921569
129N04105,1.0833333333333335,1.4526748971193413
129N04106,1.0,1.3111111111111111
129N04107,1.0,1.48
129N04108,1.0,1.3823529411764703
129N04109,1.0344827586206897,1.6000000000000003
129N04110,1.0434782608695652,1.3333333333333333
129N04111,1.25,1.2857142857142858
129N04112,2.0,1.2083333333333333
129N04113,1.1219512195121952,1.3205128205128205
129N04114,1.0909090909090908,1.2542372881355932
129N04115,1.0571428571428572,1.3006993006993008
129N04116,1.0625,1.1689497716894979
129N04117,1.1578947368421053,1.4269662921348314
129N04119,1.0,1.714285714285714
129N04120,1.4166666666666667,1.5333333333333334
129N04121,1.6666666666666667,1.7333333333333334
129N04122,1.7999999999999998,1.466666666666697
129N04123,1.7500000000000002,1.5833333333333335
129N04124,1.277777777777778,1.846153846153846
129N04125,1.3253012048192774,3.7727272727272725
129N04126,1.302325581395349,1.1153846153846152
129N04127,1.3396226415094339,1.076923076923077
129N04128,1.3818181818181816,1.0714285714285714
129N04129,1.3333333333333335,1.0256410256410258
129N04130,1.5552050473186119,1.0298507462686566
129N04131,2.0,1.0344827586206897
129N04132,2.12,1.0476190476190477
129N04133,1.9069767441860463,1.2926829268292683
129N04134,2.3157894736842106,1.3773584905660377
129N04135,1.4285714285714286,1.0
129N04136,1.52,1.0
129N04137,1.2926829268292683,1.0476190476190477
129N04138,1.4146341463414633,1.0499999999999998
129N04139,1.6250000000000002,1.125
129N04140,1.7027027027027026,1.105263157894737
129N04141,1.7464788732394367,1.0784313725490198
129N04142,1.2857142857142858,1.0
129N04143,1.9387755102040816,1.048780487804878
129N04144,2.628571428571429,1.0303030303030303
129N04145,1.5999999999999999,1.0576923076923077
129N04177,1.0208333333333333,1.0208333333333333
129N04178,1.0499999999999998,1.0
129N04179,1.0526315789473684,1.0526315789473684
129N04180,1.0416666666666667,1.0416666666666667
129N04181,1.0476190476190477,1.03125
129N04182,1.0597014925373134,1.0746268656716418
129N04183,1.0588235294117645,1.0588235294117645
129N04184,1.0526315789473684,1.0499999999999998
129N04185,1.0444444444444443,1.0425531914893618
129N04186,1.0588235294117645,1.0555555555555556
129N04187,1.0625,1.0588235294117645
129N04188,1.0666666666666667,1.0625
129N04189,1.0,1.0
129N04190,1.0526315789473684,1.0499999999999998
129N04191,1.0,1.0999999999999999
129N04192,1.0454545454545454,1.0212765957446808
129N04193,1.0181818181818183,1.5402298850574714
129N04194,1.0454545454545454,1.21656050955414
129N04195,1.0,1.2222222222222223
129N04243,1.0571428571428572,1.0303030303030303
129N04244,1.0909090909090908,1.0526315789473684
129N04245,1.261904761904762,1.0555555555555556
129N04246,1.4375,1.0526315789473684
129N04247,1.5016949152542372,1.048780487804878
129N04248,2.7493670886075945,1.0483870967741935
129N04249,1.6153846153846154,1.0357142857142856
129N04250,1.2407407407407407,1.04
129N04251,1.1875,1.0666666666666667
129N04252,1.1250000000000002,1.0434782608695652
129N04253,1.0526315789473684,1.0526315789473684
129N04254,1.0555555555555556,1.027777777777778
129N04262,1.0833333333333335,1.0
129N04263,1.0526315789473684,1.0526315789473684
129N04264,1.0555555555555556,1.0555555555555556
129N04265,1.0909090909090908,1.0588235294117645
129N04266,1.0,1.0
129N04267,2.0,1.0555555555555556
129N04268,1.2903225806451615,1.0714285714285714
129N04269,1.0303030303030303,1.0606060606060606
129N04270,1.0,1.0263157894736843
129N04271,1.0869565217391304,1.0869565217391304
129N04272,1.1428571428571428,1.1428571428571428
129N04273,1.0,1.0
129N04274,1.0625,1.0625
129N04275,1.0625,1.0625
129N04276,1.0625,1.0625
129N04277,1.0,1.0
129N04278,1.0714285714285714,1.0
129N04279,1.0555555555555556,1.0434782608695652
129N04280,1.0204081632653061,1.0208333333333333
129N04281,1.0363636363636362,1.0181818181818183
129N04282,1.0178571428571426,1.0363636363636362
129N04283,1.0476190476190477,1.028846153846154
129N04284,1.0476190476190477,1.0465116279069768
129N04285,1.0444444444444443,1.0434782608695652
129N04286,1.0666666666666667,1.0666666666666667
129N04287,1.0499999999999998,1.024390243902439
129N04288,1.0222222222222221,1.0222222222222221
129N04289,1.0588235294117645,1.0
129N04290,1.025,1.025
129N04291,1.0434782608695652,1.0434782608695652
129N04292,1.0363636363636362,1.0357142857142856
129N04293,1.0555555555555556,1.5499999999999998
129N04294,1.0476190476190477,2.152542372881356
129N04295,1.0434782608695652,1.0444444444444443
129N04296,1.326086956521739,1.0444444444444443
129N04297,1.6842105263157894,1.0526315789473684
129N04298,1.0476190476190477,1.0476190476190477
129N04299,1.0499999999999998,1.0499999999999998
129N04300,1.0227272727272727,1.0227272727272727
129N04301,1.0,1.0476190476190477
129N04302,1.0434782608695652,1.0434782608695652
129N04303,1.0217391304347825,1.0638297872340425
129N04304,1.2173913043478262,1.7916666666666667
129N04305,1.1578947368421053,1.9473684210526316
129N04306,1.046728971962617,1.2660550458715594
129N04307,1.09375,1.5319148936170213
129N04308,1.0638297872340425,1.9807692307692308
129N04309,1.0434782608695652,1.5652173913043477
129N04310,1.5752212389380533,1.0545454545454545
129N04311,2.666666666666667,1.0
129N04312,2.4313725490196076,1.0416666666666667
129N04313,2.3043478260869565,1.0
129N04314,1.5212765957446808,1.0329670329670328
129N04315,2.119047619047619,1.025
129N04316,1.206896551724138,1.0344827586206897
129N04317,1.125,1.1428571428571428
129N04318,1.25,1.0
129N04319,1.0612244897959184,1.0416666666666667
129N04320,1.0754716981132073,1.0377358490566038
129N04321,1.0476190476190477,1.0476190476190477
129N04322,1.0645161290322582,1.0645161290322582
129N04323,1.0555555555555556,1.0555555555555556
129N04324,1.0,1.0
129N04325,1.0526315789473684,1.0526315789473684
129N04326,1.012987012987013,1.0
129N04327,1.0689655172413794,1.0
129N04328,1.0,1.1666666666666667
129N04329,1.0476190476190477,1.3439999999999999
129N04331,1.0,1.0
129N04332,1.0,1.125
129N04333,1.0,1.0
129N04334,1.0,1.0
129N04335,1.0666666666666667,1.0666666666666667
129N04336,1.0,1.0
129N04337,1.0555555555555556,1.0555555555555556
129N04338,1.0833333333333335,1.0833333333333335
129N04339,1.1111111111111112,1.0
129N04340,1.0,1.0476190476190477
129N04341,1.0384615384615385,1.037037037037037
129N04342,1.0357142857142856,1.0344827586206897
129N04343,1.0454545454545454,1.0454545454545454
129N04344,1.0588235294117645,1.0555555555555556
129N04345,1.0588235294117647,1.2624113475177305
129N04346,1.0444444444444443,1.449438202247191
129N04347,1.0,1.272727272727273
129N04348,1.0465116279069768,1.0444444444444443
129N04349,1.0303030303030303,1.0571428571428572
129N04350,1.02,1.1964285714285714
129N04351,1.027027027027027,1.5106382978723405
129N04352,1.1052631578947367,1.5757575757575757
129N04353,1.0188679245283019,1.327731092436975
129N04354,1.0454545454545454,1.3305785123966942
129N04355,1.0434782608695652,1.4752475247524752
129N04356,1.0714285714285714,1.4516129032258065
129N04357,1.0,1.434782608695652
129N04358,1.0491803278688525,1.523076923076923
129N04359,1.075,1.2
129N04360,1.0571428571428572,1.0810810810810811
129N04361,1.0,1.0
129N04362,1.0410958904109588,1.144736842105263
129N04363,1.0,1.1428571428571428
129N04364,1.0434782608695652,1.16
129N04365,1.025,1.7021276595744683
129N04366,1.027777777777778,1.2249999999999999
129N04367,1.3333333333333335,1.3452380952380951
129N04368,1.2782608695652176,1.4108527131782946
129N04369,1.5701754385964914,1.5701754385964914
129N04370,1.5348837209302326,2.3846153846153846
129N04371,2.262773722627737,1.065934065934066
129N04372,1.1428571428571428,1.0588235294117647
129N04373,1.24,1.0238095238095237
129N04374,1.6140350877192984,1.0227272727272727
129N04375,1.2142857142857144,1.0
129N04376,1.2368421052631577,1.0666666666666667
129N04377,1.4518072289156627,1.0816326530612246
129N04378,1.5531914893617023,1.0606060606060606
129N04379,1.4978354978354977,1.0526315789473684
129N04380,1.5068493150684934,1.08
129N04381,1.8196721311475412,1.0499999999999998
129N04382,1.76,1.0434782608695652
129N04383,1.777777777777778,1.0588235294117645
129N04384,1.811320754716981,1.0188679245283019
129N04385,1.0547945205479452,1.0410958904109588
129N04386,1.0869565217391304,1.0416666666666667
129N04387,1.0465116279069768,1.0227272727272727
129N04388,1.0232558139534884,1.0465116279069768
129N04389,1.0909090909090908,1.0909090909090908
129N04390,1.0425531914893618,1.0416666666666667
129N04391,1.027777777777778,1.027027027027027
129N04392,1.0476190476190477,1.0232558139534884
129N04393,1.0188679245283019,1.0377358490566038
129N04394,1.0178571428571426,1.0175438596491229
129N04395,1.0303030303030303,1.0294117647058822
129N04396,1.048780487804878,1.0238095238095237
129N04397,1.0263157894736843,1.0263157894736843
129N04398,1.0384615384615385,1.037037037037037
129N04399,1.0357142857142856,1.0357142857142856
129N04400,1.75,1.161290322580645
129N04401,1.7619047619047619,1.0526315789473684
129N04402,1.0833333333333335,1.0491803278688525
129N04403,1.027027027027027,1.0533333333333335
129N04404,1.0625,1.0588235294117645
129N04405,1.0499999999999998,1.0476190476190477
129N04406,1.0476190476190477,1.0454545454545454
129N04407,1.0454545454545454,1.0909090909090908
129N04408,1.0535714285714284,1.0517241379310345
129N04409,1.2916666666666667,1.0
129N04410,1.3225806451612903,1.0
129N04411,1.2,1.0
129N04412,1.2203389830508475,1.0
129N04413,1.4166666666666667,1.0
129N04414,1.4285714285714286,1.0
129N04415,1.449438202247191,1.0416666666666667
129N04416,1.778846153846154,1.0606060606060606
129N04417,1.4000000000000001,1.0263157894736843
129N04418,2.018867924528302,1.0588235294117645
129N04419,2.12,1.0416666666666667
129N04420,1.05,1.033898305084746
129N04421,1.0833333333333335,1.0
129N04423,1.0454545454545454,1.0833333333333335
129N04424,1.0,1.2222222222222223
129N04425,1.037037037037037,1.7714285714285716
129N04426,1.0499999999999998,1.3220338983050848
129N04427,1.121212121212121,1.3
129N04428,1.04,1.7446808510638299
129N04429,3.0377358490566038,1.305263157894737
129N04430,1.037037037037037,2.638888888888889
129N04431,1.0,2.7941176470588234
129N04432,1.0434782608695652,1.0833333333333335
129N04433,1.0555555555555556,1.1052631578947367
129N04434,1.0499999999999998,1.0999999999999999
129N04435,1.0666666666666667,1.0645161290322582
129N04436,1.0,1.0
129N04437,1.0476190476190477,1.0476190476190477
129N04438,1.1428571428571428,1.1428571428571428
129N04439,1.0,1.0
129N04440,1.0,1.0
129N04441,1.0714285714285714,1.0714285714285714
129N04442,1.1111111111111112,1.0
129N04443,1.037037037037037,1.6451612903225807
129N04444,1.0434782608695652,1.75
129N04445,1.0434782608695652,1.0833333333333335
129N04446,1.0465116279069768,1.0444444444444443
129N04447,1.025,1.1219512195121952
129N04448,1.051282051282051,1.0952380952380953
129N04449,1.0238095238095237,1.6170212765957448
129N04450,1.0222222222222221,1.68
129N04451,1.0,1.0
129N04452,2.1875,2.9374999999999996
129N04453,1.0344827586206897,1.0357142857142856
129N04454,1.0952380952380953,1.0476190476190477
129N04455,1.0,1.0476190476190477
129N04456,1.0,1.0454545454545454
129N04457,1.025,1.051282051282051
129N04458,1.048780487804878,1.075
129N04459,1.0,1.1
129N04460,1.0,1.0909090909090908
129N04461,1.0588235294117647,1.08
129N04462,1.0499999999999998,1.0789473684210527
129N04463,1.125,1.125
129N04464,1.03125,1.032258064516129
129N04465,1.0465116279069768,1.0476190476190477
129N04466,1.076923076923077,1.076923076923077
129N04467,1.0,1.1111111111111112
129N04468,1.0,1.0
129N04469,1.0,1.0
129N04479,1.0833333333333335,1.0909090909090908
129N04480,1.1111111111111112,1.0
129N04481,1.0833333333333335,1.0425531914893618
129N04593,1.0,1.0
129N04594,1.1111111111111112,1.1111111111111112
129N04595,1.0999999999999999,1.0999999999999999
129N04596,1.0,1.0
129N04597,1.0526315789473684,1.0526315789473684
129N04598,1.0588235294117645,1.0588235294117645
129N04599,1.076923076923077,1.076923076923077
129N04600,1.0689655172413794,1.0333333333333334
129N04601,1.032258064516129,1.03125
129N04602,1.0333333333333334,1.03125
129N04603,1.0,1.0
129N04604,1.0,1.2
129N04605,1.048780487804878,1.1136363636363635
129N04606,1.0666666666666667,1.2439024390243902
129N04607,1.0,1.1343283582089552
129N04608,1.0384615384615385,1.6358381502890174
129N04609,1.0576923076923077,2.5166666666666666
129N04610,1.051282051282051,1.0975609756097562
129N04611,1.0,1.0476190476190477
129N04612,1.024390243902439,1.048780487804878
129N04613,1.0,1.0588235294117645
129N04614,1.0499999999999998,1.0499999999999998
129N04615,1.0571428571428572,1.0588235294117645
129N04623,1.0,1.0
129N04624,1.08,1.04
129N04625,1.06,1.06
129N04626,1.0625,1.0625
129N04627,1.0476190476190477,1.0476190476190477
129N04628,1.0465116279069768,1.0465116279069768
129N04629,1.0526315789473684,1.0526315789473684
129N04630,1.048780487804878,1.0493827160493827
129N04638,1.0,1.0
129N04639,1.0416666666666667,1.0909090909090908
129N04640,1.0384615384615385,1.0833333333333335
129N04641,1.03125,1.0666666666666667
129N04642,1.0,1.0
129N04643,1.1666666666666667,1.0
129N04644,2.0,1.0
129N04661,1.0666666666666667,1.032258064516129
129N04663,1.0,2.0952380952380953
129N04664,1.0434782608695652,2.423076923076923
129N04665,1.2,1.8333333333333335
129N04666,1.0,1.2
129N04667,1.0384615384615385,1.074074074074074
129N04677,1.0357142857142856,1.1
129N04678,1.0476190476190477,1.173913043478261
129N04743,2.0,1.0
129N04745,1.2857142857142856,1.3333333333333335
129N04746,2.0594059405940595,1.0547945205479452
129N04747,1.2105263157894737,1.4090909090909092
129N04750,1.558139534883721,1.4687499999999998
129N04751,1.4705882352941175,1.2
129N04752,1.2307692307692308,1.1428571428571428
129N04754,2.0,1.0
129N04756,1.272727272727273,1.3333333333333335
129N04762,1.0833333333333335,1.0833333333333335
129N04765,1.0499999999999998,1.051282051282051
129N04766,1.032258064516129,1.0333333333333334
129N04768,1.0196078431372548,1.0192307692307692
129N04770,1.140625,1.0476190476190477
129N04771,1.1166666666666667,1.0434782608695652
129N04772,1.2291666666666667,1.0625
129N04773,1.75,1.0
129N04774,2.0,1.04
129N04775,1.0967741935483872,1.0689655172413794
129N04776,1.1785714285714286,1.0384615384615385
129N04778,1.8333333333333335,1.0
129N04779,2.1818181818181817,1.0909090909090908
129N04782,1.0,1.0
129N04918,1.075,1.1363636363636365
129N04919,1.1324863883847551,1.2739520958083832
129N04920,1.3947368421052633,3.4545454545454546
129N04921,1.4545454545454546,1.0
129N05584,1.2166666666666668,1.21875
129N05858,2.0,1.0
129N05860,1.4999999999999998,1.3333333333333335
129N05861,1.2,1.4545454545454546
129N05862,1.1967213114754098,1.1617647058823528
129N05863,1.277777777777778,1.125
129N05866,1.4583333333333333,1.4074074074074074
129N05867,1.0,1.0444444444444443
129N06438,1.0526315789473684,1.0526315789473684
129N09183,1.0714285714285714,1.1428571428571428
129N09184,1.0526315789473684,1.0526315789473684
129N09185,1.0999999999999999,1.1818181818181819
129N13226,1.0,1.0444444444444443
129N13227,1.1627906976744187,1.1627906976744187
129N13228,1.0,1.0
129N13229,1.0,1.0
129N14199,1.0999999999999999,1.5932203389830508
129N14230,1.0294117647058822,1.0294117647058822
129N16182,1.325,1.0930232558139534
129P04098,1.0508474576271187,1.4679487179487178
129P04099,1.0652173913043477,1.2417582417582416
129P04100,1.0555555555555556,1.3
129P04101,1.0566037735849056,1.15
129P04102,1.1777777777777778,1.5217391304347825
129P04103,3.6249999999999996,1.2589285714285712
129P04104,1.8333333333333333,1.0759493670886076
129P04105,1.4142857142857144,2.0307692307692307
129P04106,1.4499999999999997,2.153846153846154
129P04107,1.3448275862068968,1.8571428571428572
129P04108,1.2771084337349399,1.3018867924528301
129P04109,1.3333333333333335,1.170731707317073
129P04110,1.2444444444444445,1.1126760563380282
129P04111,1.2,1.076923076923077
129P04112,1.1111111111111112,1.0833333333333335
129P04113,1.0396039603960396,1.048780487804878
129P04114,1.0645161290322582,1.04
129P04115,1.1166666666666667,1.625
129P04116,2.523809523809524,1.4404761904761905
129P04119,1.777777777777778,1.24
129P04120,1.5999999999999999,1.25
129P04121,1.4000000000000001,1.2857142857142856
129P04122,1.125,1.32
129P04123,1.0,1.3157894736842106
129P04124,1.076923076923077,1.3416666666666668
129P04125,1.027777777777778,1.2518518518518518
129P04126,1.0357142857142856,1.2252252252252251
129P04127,1.0476190476190477,1.222222222222222
129P04128,1.0540540540540542,1.238938053097345
129P04129,1.0526315789473684,1.2650602409638556
129P04130,1.0540540540540542,1.1797752808988764
129P04131,1.2222222222222223,1.909090909090909
129P04132,2.4210526315789473,1.368421052631579
129P04133,2.342857142857143,1.3666666666666667
129P04134,1.25,1.539473684210526
129P04135,1.0434782608695652,1.3928571428571428
129P04136,1.0,1.6
129P04137,1.0,1.523809523809524
129P04138,1.0454545454545454,1.6896551724137931
129P04139,1.0499999999999998,1.4
129P04140,1.0476190476190477,1.6379310344827587
129P04141,1.1754385964912282,1.704225352112676
129P04142,1.0454545454545454,1.2692307692307692
129P04143,1.0416666666666667,1.1272727272727272
129P04144,1.0645161290322582,1.0625
129P04145,1.0196078431372548,1.0392156862745099
129P04177,1.0625,1.0
129P04178,1.0526315789473684,1.0526315789473684
129P04179,1.0,1.0
129P04180,1.074074074074074,1.037037037037037
129P04181,1.0833333333333335,1.0833333333333335
129P04182,1.0377358490566038,1.0377358490566038
129P04183,1.0645161290322582,1.0666666666666667
129P04184,1.0588235294117645,1.0
129P04185,1.0,1.0
129P04186,1.0,1.0666666666666667
129P04187,1.0588235294117645,1.0294117647058822
129P04188,1.0625,1.0
129P04189,1.0,1.0
129P04190,1.0588235294117645,1.0625
129P04191,3.0999999999999996,1.0625
129P04192,1.2644628099173554,1.0555555555555556
129P04193,1.1506024096385543,1.0508474576271187
129P04194,1.8214285714285714,1.0731707317073171
129P04195,1.7500000000000002,1.0
129P04243,1.05,1.2527472527472527
129P04244,1.0476190476190477,1.2352941176470587
129P04245,1.0,1.0833333333333335
129P04246,1.0499999999999998,1.0909090909090908
129P04247,1.0476190476190477,1.0952380952380953
129P04248,1.032258064516129,1.303030303030303
129P04249,1.0212765957446808,2.0
129P04250,1.0377358490566038,1.2542372881355932
129P04251,1.0476190476190477,1.1363636363636365
129P04252,1.0434782608695652,1.0416666666666667
129P04253,1.0454545454545454,1.0
129P04254,1.0,1.0
129P04262,1.0333333333333334,1.0333333333333334
129P04263,1.0,1.0
129P04264,1.0666666666666667,1.0666666666666667
129P04265,1.0465116279069768,1.0465116279069768
129P04266,1.0,1.25
129P04267,1.0232558139534884,1.0454545454545454
129P04268,1.0408163265306123,1.0196078431372548
129P04269,1.0434782608695652,1.0434782608695652
129P04270,1.025,1.0499999999999998
129P04271,1.04,2.176470588235294
129P04272,2.3,2.5217391304347823
129P04273,1.0384615384615385,1.08
129P04274,1.0555555555555556,1.0
129P04275,1.0714285714285714,1.0714285714285714
129P04276,1.0,1.0
129P04277,1.0,1.0
129P04278,1.0666666666666667,1.0
129P04279,1.0458715596330272,1.046728971962617
129P04280,1.04,1.04
129P04281,1.037037037037037,1.037037037037037
129P04282,1.02,1.0408163265306123
129P04283,1.0396039603960396,1.0505050505050506
129P04284,1.04,1.1372549019607843
129P04285,1.0434782608695652,1.0434782608695652
129P04286,1.0666666666666667,1.0666666666666667
129P04287,1.0303030303030303,1.03125
129P04288,1.0499999999999998,1.025
129P04289,1.0526315789473684,1.0526315789473684
129P04290,1.048780487804878,1.025
129P04291,1.3947368421052633,1.0555555555555556
129P04292,2.1346153846153846,1.0416666666666667
129P04293,1.4210526315789473,1.0
129P04294,1.0784313725490198,1.04
129P04295,1.0217391304347825,1.0869565217391304
129P04296,1.0188679245283019,1.0925925925925926
129P04297,1.0434782608695652,1.0869565217391304
129P04298,1.0,1.0454545454545454
129P04299,1.0499999999999998,1.1052631578947367
129P04300,2.1724137931034484,1.0350877192982457
129P04301,1.5,1.08
129P04302,1.2608695652173911,1.0454545454545454
129P04303,1.048780487804878,1.024390243902439
129P04304,1.0476190476190477,1.0476190476190477
129P04305,1.0,1.0526315789473684
129P04306,2.092436974789916,2.2168674698795177
129P04307,1.1,1.3636363636363635
129P04308,1.0588235294117645,1.263157894736842
129P04309,1.0384615384615385,1.0666666666666667
129P04310,1.0625,1.1176470588235292
129P04311,1.04,1.4038461538461537
129P04312,1.0434782608695652,2.173076923076923
129P04313,1.0526315789473684,1.4545454545454546
129P04314,1.0246913580246912,1.601503759398496
129P04315,1.0,1.4285714285714286
129P04316,1.0,1.7916666666666667
129P04317,1.0294117647058822,2.081081081081081
129P04318,1.0,1.0952380952380953
129P04319,1.037037037037037,1.0178571428571426
129P04320,1.0222222222222221,1.0222222222222221
129P04321,1.0476190476190477,1.0476190476190477
129P04322,1.025,1.051282051282051
129P04323,1.0,1.0
129P04324,1.0,1.0
129P04325,1.0253164556962024,1.0253164556962024
129P04326,1.0727272727272725,1.0545454545454545
129P04327,1.9333333333333331,1.7795275590551178
129P04328,1.1428571428571428,1.108695652173913
129P04329,1.0350877192982457,1.0344827586206897
129P04331,1.0,1.0
129P04332,1.0,1.0
129P04333,1.0,1.0714285714285714
129P04334,1.0,1.0499999999999998
129P04335,1.0,1.0909090909090908
129P04336,1.0,1.0555555555555556
129P04337,1.0,1.0
129P04338,1.0833333333333335,1.0833333333333335
129P04339,1.0909090909090908,1.0909090909090908
129P04340,1.0666666666666667,1.0
129P04341,1.0434782608695652,1.0444444444444443
129P04342,1.0625,1.0434782608695652
129P04343,2.125,1.0666666666666667
129P04344,1.8333333333333335,1.0625
129P04345,1.3392857142857142,1.0588235294117647
129P04346,1.46,1.0425531914893618
129P04347,1.8750000000000002,1.0454545454545454
129P04348,1.4333333333333333,1.0374999999999999
129P04349,2.0,1.0384615384615385
129P04350,1.5298507462686566,1.0196078431372548
129P04351,1.7772511848341233,1.0733333333333335
129P04352,1.53125,1.0625
129P04353,1.6292134831460674,1.0434782608695652
129P04354,1.311926605504587,1.0238095238095237
129P04355,1.1904761904761905,1.037037037037037
129P04356,1.9047619047619049,1.0555555555555556
129P04357,2.3333333333333335,1.0
129P04358,2.7916666666666665,1.0508474576271187
129P04359,1.669811320754717,1.0697674418604652
129P04360,1.4078947368421053,1.0967741935483872
129P04361,1.3888888888888888,1.0
129P04362,1.2341772151898733,1.4090909090909092
129P04363,1.2333333333333334,1.8000000000000003
129P04364,1.2173913043478262,2.0869565217391304
129P04365,1.2777777777777777,1.909090909090909
129P04366,1.046875,1.2251655629139073
129P04367,1.0444444444444443,1.3968253968253967
129P04368,1.0425531914893618,1.471698113207547
129P04369,1.042857142857143,1.6835443037974684
129P04370,1.0465116279069768,1.12
129P04371,1.0533333333333335,1.7281553398058251
129P04372,1.048780487804878,1.3546099290780143
129P04373,1.0263157894736843,1.3019607843137255
129P04374,1.0499999999999998,1.3313253012048194
129P04375,1.074074074074074,1.3118279569892473
129P04376,1.1044776119402984,1.2727272727272727
129P04377,1.0185185185185186,1.3796296296296295
129P04378,1.032258064516129,1.426470588235294
129P04379,1.0499999999999998,1.4819277108433735
129P04380,1.0,1.84
129P04381,1.0434782608695652,1.90625
129P04382,1.0263157894736843,1.5625
